Scope,Grain,Model,Endpoint,n,RMSE,MAE,Bias_pred_minus_obs,R2,Observed_sample_SD,NRMSE_target_sample_SD,NRMSE_673_reference_SD,Primary_target_sample_SD,Primary_673_reference_SD
confirmation_233,record,MLR,FN,233,2.0880299114550605,1.5641278725792682,0.14704906419205518,0.55698873060544,3.1438607142439,0.6641610749467419,0.5966103713284912,,
confirmation_233,record,MLR,UN,233,5.189104509361504,3.8334853943488643,0.6672502312899206,0.6840478006225476,9.251575432108593,0.5608887424029593,0.565815291713078,,
confirmation_233,record,MLR,PRIMARY,233,,,,,,,,0.6125249086748505,0.5812128315207845
confirmation_233,record,RF,FN,233,2.1834462046588237,1.526125851907836,0.24548166812899674,0.5155752372904521,3.1438607142439,0.6945111132838286,0.6238735584154117,,
confirmation_233,record,RF,UN,233,5.214931929385543,3.7793090583556106,0.5841096220799494,0.6808948335318901,9.251575432108593,0.5636804204488846,0.5686314903787117,,
confirmation_233,record,RF,PRIMARY,233,,,,,,,,0.6290957668663566,0.5962525243970618
confirmation_233,record,MLR+RF,FN,233,2.111499698183091,1.4998549425598682,0.2114338611085764,0.546973726460119,3.1438607142439,0.6716263505620693,0.6033163663422567,,
confirmation_233,record,MLR+RF,UN,233,5.0708453428798865,3.655430552630664,0.6229467931856398,0.698284738812345,9.251575432108593,0.5481061447416804,0.55292041849173,,
confirmation_233,record,MLR+RF,PRIMARY,233,,,,,,,,0.6098662476518748,0.5781183924169934
