Record_ID,Source_unit,Ingredient_Class,Ingredient_Class_CN,Sample_ID,Pig_Ordinal,Stage_Group_std,Initial_BW_kg,DMI_kg_d,N_Intake_g_d,Analysis_N_Intake_g_d,Analysis_Fecal_N_g_d,Analysis_Urinary_N_g_d,Analysis_Retained_N_g_d,Analysis_Total_N_Excretion_g_d,N_to_DMI_g_kg,DMI_per_BW,N_Intake_per_BW,Analysis_Diet_CP_pct_DM,Analysis_Diet_EE_pct_DM,Analysis_Diet_NDF_pct_DM,Analysis_Diet_ADF_pct_DM,Diet_Ash_pct_DM,Analysis_Diet_Starch_pct_DM,Diet_DM_pct_asfed,Raw_Diet_CP_pct_asfed,Raw_Diet_CP_pct_DM_derived,CP_N_consistent_minus_raw_DM,CP_consistency_status,Reported_BW_text,Backcalculated_BW_kg_not_used,Origin,Formula_Provenance,Starch_rule,BW_rule,DMI_NI_decision_time_rule,P2_source,Mass_balance_error_g_d
REALV6R_0061,Barley::RealV6_大麦_sample1,Barley,大麦,1,1,growing,29.5,0.53046,13.323375000000002,13.323375000000002,1.748972048299774,1.5921071875,9.982295764200227,3.341079235799774,25.116644044791315,0.01798169491525424,0.45163983050847467,15.697902527994573,2.171700033932813,20.778192512159258,4.592240696753761,5.395317271801832,,88.41,13.88,15.699581495305962,-0.0016789673113883907,CONSISTENT,29.5±1.3 kg,15.0,"Ukrainian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,1.7763568394002505e-15
REALV6R_0062,Barley::RealV6_大麦_sample1,Barley,大麦,1,2,growing,29.5,0.53046,13.323375000000002,13.323375000000002,1.818797651758154,4.0902518125,7.414325535741848,5.909049464258154,25.116644044791315,0.01798169491525424,0.45163983050847467,15.697902527994573,2.171700033932813,20.778192512159258,4.592240696753761,5.395317271801832,,88.41,13.88,15.699581495305962,-0.0016789673113883907,CONSISTENT,29.5±1.3 kg,15.0,"Ukrainian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,8.881784197001252e-16
REALV6R_0063,Barley::RealV6_大麦_sample1,Barley,大麦,1,3,growing,29.5,0.53046,13.323375000000002,13.323375000000002,1.898294763568601,2.0280118125,9.397068423931401,3.926306576068601,25.116644044791315,0.01798169491525424,0.45163983050847467,15.697902527994573,2.171700033932813,20.778192512159258,4.592240696753761,5.395317271801832,,88.41,13.88,15.699581495305962,-0.0016789673113883907,CONSISTENT,29.5±1.3 kg,15.0,"Ukrainian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0064,Barley::RealV6_大麦_sample1,Barley,大麦,1,4,growing,29.5,0.53046,13.323375000000002,13.323375000000002,1.788985723330168,4.460007750000001,7.074381526669834,6.248993473330168,25.116644044791315,0.01798169491525424,0.45163983050847467,15.697902527994573,2.171700033932813,20.778192512159258,4.592240696753761,5.395317271801832,,88.41,13.88,15.699581495305962,-0.0016789673113883907,CONSISTENT,29.5±1.3 kg,15.0,"Ukrainian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0065,Barley::RealV6_大麦_sample1,Barley,大麦,1,5,growing,29.5,0.53046,13.323375000000002,13.323375000000002,1.608504984618891,3.547650312500001,8.167219702881109,5.156155297118892,25.116644044791315,0.01798169491525424,0.45163983050847467,15.697902527994573,2.171700033932813,20.778192512159258,4.592240696753761,5.395317271801832,,88.41,13.88,15.699581495305962,-0.0016789673113883907,CONSISTENT,29.5±1.3 kg,15.0,"Ukrainian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0066,Barley::RealV6_大麦_sample1,Barley,大麦,1,6,growing,29.5,0.53046,13.323375000000002,13.323375000000002,1.990985826572806,3.0749203125,8.257468860927196,5.065906139072807,25.116644044791315,0.01798169491525424,0.45163983050847467,15.697902527994573,2.171700033932813,20.778192512159258,4.592240696753761,5.395317271801832,,88.41,13.88,15.699581495305962,-0.0016789673113883907,CONSISTENT,29.5±1.3 kg,15.0,"Ukrainian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0067,Barley::RealV6_大麦_sample2,Barley,大麦,2,1,growing,29.5,0.5275799999999999,12.872249999999998,12.872249999999998,2.514460252430183,1.166983125,9.190806622569815,3.681443377430183,24.39866939611054,0.017884067796610167,0.4363474576271186,15.249168372569088,2.3541453428863868,20.01592175594223,4.617309223245764,5.2655521437507105,,87.92999999999999,13.41,15.250767656090073,-0.0015992835209850398,CONSISTENT,29.5±1.3 kg,15.0,"Australian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0068,Barley::RealV6_大麦_sample2,Barley,大麦,2,2,growing,29.5,0.5275799999999999,12.872249999999998,12.872249999999998,2.113109516607147,3.6160540625,7.143086420892851,5.729163579107147,24.39866939611054,0.017884067796610167,0.4363474576271186,15.249168372569088,2.3541453428863868,20.01592175594223,4.617309223245764,5.2655521437507105,,87.92999999999999,13.41,15.250767656090073,-0.0015992835209850398,CONSISTENT,29.5±1.3 kg,15.0,"Australian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,8.881784197001252e-16
REALV6R_0069,Barley::RealV6_大麦_sample2,Barley,大麦,2,3,growing,29.5,0.5275799999999999,12.872249999999998,12.872249999999998,2.371679783093356,2.081489375,8.419080841906641,4.453169158093356,24.39866939611054,0.017884067796610167,0.4363474576271186,15.249168372569088,2.3541453428863868,20.01592175594223,4.617309223245764,5.2655521437507105,,87.92999999999999,13.41,15.250767656090073,-0.0015992835209850398,CONSISTENT,29.5±1.3 kg,15.0,"Australian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0070,Barley::RealV6_大麦_sample2,Barley,大麦,2,4,growing,29.5,0.5275799999999999,12.872249999999998,12.872249999999998,2.021092648412125,3.140229375,7.710927976587872,5.161322023412126,24.39866939611054,0.017884067796610167,0.4363474576271186,15.249168372569088,2.3541453428863868,20.01592175594223,4.617309223245764,5.2655521437507105,,87.92999999999999,13.41,15.250767656090073,-0.0015992835209850398,CONSISTENT,29.5±1.3 kg,15.0,"Australian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0071,Barley::RealV6_大麦_sample2,Barley,大麦,2,5,growing,29.5,0.5275799999999999,12.872249999999998,12.872249999999998,1.979439748434069,4.243165625,6.649644626565929,6.222605373434068,24.39866939611054,0.017884067796610167,0.4363474576271186,15.249168372569088,2.3541453428863868,20.01592175594223,4.617309223245764,5.2655521437507105,,87.92999999999999,13.41,15.250767656090073,-0.0015992835209850398,CONSISTENT,29.5±1.3 kg,15.0,"Australian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,-8.881784197001252e-16
REALV6R_0072,Barley::RealV6_大麦_sample2,Barley,大麦,2,6,growing,29.5,0.5275799999999999,12.872249999999998,12.872249999999998,2.048087058473225,5.036664374999999,5.787498566526773,7.084751433473224,24.39866939611054,0.017884067796610167,0.4363474576271186,15.249168372569088,2.3541453428863868,20.01592175594223,4.617309223245764,5.2655521437507105,,87.92999999999999,13.41,15.250767656090073,-0.0015992835209850398,CONSISTENT,29.5±1.3 kg,15.0,"Australian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0073,Barley::RealV6_大麦_sample3,Barley,大麦,3,1,growing,29.5,0.61712,14.603750000000005,14.603750000000005,2.538421096256494,3.165534375,8.899794528743511,5.703955471256494,23.664360254083494,0.020919322033898305,0.4950423728813561,14.790225158802182,2.4954627949183306,18.307622504537207,4.616606170598912,5.138384754990925,,88.16,13.04,14.791288566243194,-0.0010634074410127425,CONSISTENT,29.5±1.3 kg,17.5,"Canadian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0074,Barley::RealV6_大麦_sample3,Barley,大麦,3,2,growing,29.5,0.61712,14.603750000000005,14.603750000000005,2.295658142172655,4.707868125,7.6002237328273505,7.003526267172655,23.664360254083494,0.020919322033898305,0.4950423728813561,14.790225158802182,2.4954627949183306,18.307622504537207,4.616606170598912,5.138384754990925,,88.16,13.04,14.791288566243194,-0.0010634074410127425,CONSISTENT,29.5±1.3 kg,17.5,"Canadian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,-8.881784197001252e-16
REALV6R_0075,Barley::RealV6_大麦_sample3,Barley,大麦,3,3,growing,29.5,0.61712,14.603750000000005,14.603750000000005,1.949850753681883,3.889925,8.763974246318122,5.839775753681883,23.664360254083494,0.020919322033898305,0.4950423728813561,14.790225158802182,2.4954627949183306,18.307622504537207,4.616606170598912,5.138384754990925,,88.16,13.04,14.791288566243194,-0.0010634074410127425,CONSISTENT,29.5±1.3 kg,17.5,"Canadian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0076,Barley::RealV6_大麦_sample3,Barley,大麦,3,4,growing,29.5,0.61712,14.603750000000005,14.603750000000005,2.518674100850092,3.53293125,8.552144649149913,6.051605350850092,23.664360254083494,0.020919322033898305,0.4950423728813561,14.790225158802182,2.4954627949183306,18.307622504537207,4.616606170598912,5.138384754990925,,88.16,13.04,14.791288566243194,-0.0010634074410127425,CONSISTENT,29.5±1.3 kg,17.5,"Canadian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0077,Barley::RealV6_大麦_sample3,Barley,大麦,3,5,growing,29.5,0.61712,14.603750000000005,14.603750000000005,2.3422387613502,5.175434375,7.086076863649805,7.5176731363502,23.664360254083494,0.020919322033898305,0.4950423728813561,14.790225158802182,2.4954627949183306,18.307622504537207,4.616606170598912,5.138384754990925,,88.16,13.04,14.791288566243194,-0.0010634074410127425,CONSISTENT,29.5±1.3 kg,17.5,"Canadian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,8.881784197001252e-16
REALV6R_0078,Barley::RealV6_大麦_sample3,Barley,大麦,3,6,growing,29.5,0.61712,14.603750000000005,14.603750000000005,2.139613099715168,3.980214375,8.483922525284838,6.1198274747151675,23.664360254083494,0.020919322033898305,0.4950423728813561,14.790225158802182,2.4954627949183306,18.307622504537207,4.616606170598912,5.138384754990925,,88.16,13.04,14.791288566243194,-0.0010634074410127425,CONSISTENT,29.5±1.3 kg,17.5,"Canadian barley — Shanghai port, Shanghai, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,-1.7763568394002505e-15
REALV6R_0079,Barley::RealV6_大麦_sample4,Barley,大麦,4,1,growing,29.5,0.6196400000000001,13.609312500000001,13.609312500000001,1.818317910546384,2.721722500000002,9.069272089453616,4.540040410546386,21.963256891098055,0.021004745762711868,0.46133262711864415,13.727035556936285,1.1070944419340263,20.707184816990505,5.637144148215092,5.964753727971079,,88.52000000000001,12.15,13.725711703569814,0.001323853366470118,CONSISTENT,29.5±1.3 kg,17.5,"Australian barley — WENS, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0080,Barley::RealV6_大麦_sample4,Barley,大麦,4,2,growing,29.5,0.6196400000000001,13.609312500000001,13.609312500000001,1.940472700939966,5.374244999999999,6.294594799060036,7.3147177009399655,21.963256891098055,0.021004745762711868,0.46133262711864415,13.727035556936285,1.1070944419340263,20.707184816990505,5.637144148215092,5.964753727971079,,88.52000000000001,12.15,13.725711703569814,0.001323853366470118,CONSISTENT,29.5±1.3 kg,17.5,"Australian barley — WENS, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,8.881784197001252e-16
REALV6R_0081,Barley::RealV6_大麦_sample4,Barley,大麦,4,3,growing,29.5,0.6196400000000001,13.609312500000001,13.609312500000001,2.124429615033196,3.648124999999998,7.836757884966808,5.772554615033194,21.963256891098055,0.021004745762711868,0.46133262711864415,13.727035556936285,1.1070944419340263,20.707184816990505,5.637144148215092,5.964753727971079,,88.52000000000001,12.15,13.725711703569814,0.001323853366470118,CONSISTENT,29.5±1.3 kg,17.5,"Australian barley — WENS, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,-1.7763568394002505e-15
REALV6R_0082,Barley::RealV6_大麦_sample4,Barley,大麦,4,4,growing,29.5,0.6196400000000001,13.609312500000001,13.609312500000001,2.084459958886776,2.976312499999999,8.548540041113228,5.060772458886775,21.963256891098055,0.021004745762711868,0.46133262711864415,13.727035556936285,1.1070944419340263,20.707184816990505,5.637144148215092,5.964753727971079,,88.52000000000001,12.15,13.725711703569814,0.001323853366470118,CONSISTENT,29.5±1.3 kg,17.5,"Australian barley — WENS, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0083,Barley::RealV6_大麦_sample4,Barley,大麦,4,5,growing,29.5,0.6196400000000001,13.609312500000001,13.609312500000001,1.927365342540593,4.346845833333336,7.3351013241260725,6.274211175873929,21.963256891098055,0.021004745762711868,0.46133262711864415,13.727035556936285,1.1070944419340263,20.707184816990505,5.637144148215092,5.964753727971079,,88.52000000000001,12.15,13.725711703569814,0.001323853366470118,CONSISTENT,29.5±1.3 kg,17.5,"Australian barley — WENS, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0084,Barley::RealV6_大麦_sample4,Barley,大麦,4,6,growing,29.5,0.6196400000000001,13.609312500000001,13.609312500000001,1.982700548175491,1.726958333333331,9.899653618491179,3.7096588815088216,21.963256891098055,0.021004745762711868,0.46133262711864415,13.727035556936285,1.1070944419340263,20.707184816990505,5.637144148215092,5.964753727971079,,88.52000000000001,12.15,13.725711703569814,0.001323853366470118,CONSISTENT,29.5±1.3 kg,17.5,"Australian barley — WENS, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,1.7763568394002505e-15
REALV6R_0085,Barley::RealV6_大麦_sample5,Barley,大麦,5,1,growing,29.5,0.61775,14.409937500000002,14.409937500000002,1.69390226415095,6.745341666666645,5.970693569182407,8.439243930817595,23.326487252124647,0.020940677966101696,0.4884724576271187,14.579054532577903,1.529745042492918,20.725212464589234,4.555240793201133,5.563739376770538,,88.25,12.87,14.58356940509915,-0.0045148725212467156,CONSISTENT,29.5±1.3 kg,17.5,"Unknown — HaiD group, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0086,Barley::RealV6_大麦_sample5,Barley,大麦,5,2,growing,29.5,0.61775,14.409937500000002,14.409937500000002,1.822141445994834,2.794270833333335,9.793525220671832,4.616412279328169,23.326487252124647,0.020940677966101696,0.4884724576271187,14.579054532577903,1.529745042492918,20.725212464589234,4.555240793201133,5.563739376770538,,88.25,12.87,14.58356940509915,-0.0045148725212467156,CONSISTENT,29.5±1.3 kg,17.5,"Unknown — HaiD group, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0087,Barley::RealV6_大麦_sample5,Barley,大麦,5,3,growing,29.5,0.61775,14.409937500000002,14.409937500000002,1.789160482605028,2.997270833333332,9.623506184061641,4.78643131593836,23.326487252124647,0.020940677966101696,0.4884724576271187,14.579054532577903,1.529745042492918,20.725212464589234,4.555240793201133,5.563739376770538,,88.25,12.87,14.58356940509915,-0.0045148725212467156,CONSISTENT,29.5±1.3 kg,17.5,"Unknown — HaiD group, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0088,Barley::RealV6_大麦_sample5,Barley,大麦,5,4,growing,29.5,0.61775,14.409937500000002,14.409937500000002,2.072765543710021,4.1459375,8.191234456289981,6.21870304371002,23.326487252124647,0.020940677966101696,0.4884724576271187,14.579054532577903,1.529745042492918,20.725212464589234,4.555240793201133,5.563739376770538,,88.25,12.87,14.58356940509915,-0.0045148725212467156,CONSISTENT,29.5±1.3 kg,17.5,"Unknown — HaiD group, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,-1.7763568394002505e-15
REALV6R_0089,Barley::RealV6_大麦_sample5,Barley,大麦,5,5,growing,29.5,0.61775,14.409937500000002,14.409937500000002,1.767732748256973,3.531802499999998,9.11040225174303,5.299535248256971,23.326487252124647,0.020940677966101696,0.4884724576271187,14.579054532577903,1.529745042492918,20.725212464589234,4.555240793201133,5.563739376770538,,88.25,12.87,14.58356940509915,-0.0045148725212467156,CONSISTENT,29.5±1.3 kg,17.5,"Unknown — HaiD group, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0090,Barley::RealV6_大麦_sample5,Barley,大麦,5,6,growing,29.5,0.61775,14.409937500000002,14.409937500000002,1.70193950936612,4.490580833333347,8.217417157300535,6.192520342699467,23.326487252124647,0.020940677966101696,0.4884724576271187,14.579054532577903,1.529745042492918,20.725212464589234,4.555240793201133,5.563739376770538,,88.25,12.87,14.58356940509915,-0.0045148725212467156,CONSISTENT,29.5±1.3 kg,17.5,"Unknown — HaiD group, Guangdong, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0091,Barley::RealV6_大麦_sample6,Barley,大麦,6,1,growing,29.5,0.61691,13.878375,13.878375,1.803538952006299,4.361744166666669,7.713091881327032,6.165283118672968,22.496595937819134,0.020912203389830505,0.4704533898305085,14.060372461136957,2.8480653579938724,22.341994780437993,5.605355724497901,5.4351526154544425,,88.13,12.39,14.058776806989675,0.0015956541472821328,CONSISTENT,29.5±1.3 kg,17.5,"Unknown — Changsha brewery, Hunan, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0092,Barley::RealV6_大麦_sample6,Barley,大麦,6,2,growing,29.5,0.61691,13.878375,13.878375,1.797792058226841,2.454658333333334,9.625924608439824,4.252450391560175,22.496595937819134,0.020912203389830505,0.4704533898305085,14.060372461136957,2.8480653579938724,22.341994780437993,5.605355724497901,5.4351526154544425,,88.13,12.39,14.058776806989675,0.0015956541472821328,CONSISTENT,29.5±1.3 kg,17.5,"Unknown — Changsha brewery, Hunan, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,0.0
REALV6R_0093,Barley::RealV6_大麦_sample6,Barley,大麦,6,3,growing,29.5,0.61691,13.878375,13.878375,1.769142699374345,4.096054166666669,8.013178133958986,5.865196866041014,22.496595937819134,0.020912203389830505,0.4704533898305085,14.060372461136957,2.8480653579938724,22.341994780437993,5.605355724497901,5.4351526154544425,,88.13,12.39,14.058776806989675,0.0015956541472821328,CONSISTENT,29.5±1.3 kg,17.5,"Unknown — Changsha brewery, Hunan, China",Barley paper Table 4,MISSING_IN_TARGET__IMPUTED_906_TRAINING_MEDIAN,REPORTED_INITIAL_BW__NOT_DMI_BACKCALCULATION,RETROSPECTIVE_PRE_FN_UN_LAB_INFORMATION,TARGET_DM_CP_N_HARMONIZED_AND_CHEMISTRY_CROSSCHECKED,-1.7763568394002505e-15
