source_specific_diet_id,ingredient_class,PC1,PC2,measured_source_specific_diets,budget_display_label,sampling_strategy,selected_or_selection_frequency,value_semantics,main_figure_role
Paddy rice::RealV6_稻谷_sample10,Paddy rice,-1.151277711811641,-0.6542412091819854,3,3 measured sources,Random sampling,0.03968253968253968,selection frequency across 504 realizations,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample11,Paddy rice,-0.8610746980945883,-0.1596332987387645,3,3 measured sources,P2-PAM representative sampling (k-medoids),0.0,binary selected/not selected under the fixed structured selector,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample11,Paddy rice,-0.8610746980945883,-0.1596332987387645,3,3 measured sources,Response-surface-guided sampling,0.0,binary selected/not selected under the fixed structured selector,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample11,Paddy rice,-0.8610746980945883,-0.1596332987387645,3,3 measured sources,Random sampling,0.04166666666666666,selection frequency across 504 realizations,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample2,Paddy rice,-1.360809962074584,0.01761720251415357,3,3 measured sources,P2-PAM representative sampling (k-medoids),0.0,binary selected/not selected under the fixed structured selector,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample2,Paddy rice,-1.360809962074584,0.01761720251415357,3,3 measured sources,Response-surface-guided sampling,0.0,binary selected/not selected under the fixed structured selector,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample2,Paddy rice,-1.360809962074584,0.01761720251415357,3,3 measured sources,Random sampling,0.01984126984126984,selection frequency across 504 realizations,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample3,Paddy rice,-1.494938022830528,-0.1269813493654587,3,3 measured sources,P2-PAM representative sampling (k-medoids),0.0,binary selected/not selected under the fixed structured selector,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample3,Paddy rice,-1.494938022830528,-0.1269813493654587,3,3 measured sources,Response-surface-guided sampling,0.0,binary selected/not selected under the fixed structured selector,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample3,Paddy rice,-1.494938022830528,-0.1269813493654587,3,3 measured sources,Random sampling,0.01785714285714286,selection frequency across 504 realizations,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample4,Paddy rice,-0.6467541096601823,0.09434723698567446,3,3 measured sources,P2-PAM representative sampling (k-medoids),0.0,binary selected/not selected under the fixed structured selector,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample4,Paddy rice,-0.6467541096601823,0.09434723698567446,3,3 measured sources,Response-surface-guided sampling,0.0,binary selected/not selected under the fixed structured selector,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample4,Paddy rice,-0.6467541096601823,0.09434723698567446,3,3 measured sources,Random sampling,0.01984126984126984,selection frequency across 504 realizations,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample5,Paddy rice,-1.118435867235355,-0.1538776348551149,3,3 measured sources,P2-PAM representative sampling (k-medoids),0.0,binary selected/not selected under the fixed structured selector,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample5,Paddy rice,-1.118435867235355,-0.1538776348551149,3,3 measured sources,Response-surface-guided sampling,0.0,binary selected/not selected under the fixed structured selector,Main Figure 4A four-budget small-multiple source; no single budget is privileged
Paddy rice::RealV6_稻谷_sample5,Paddy rice,-1.118435867235355,-0.1538776348551149,3,3 measured sources,Random sampling,0.02380952380952381,selection frequency across 504 realizations,Main Figure 4A four-budget small-multiple source; no single budget is privileged
