Domain,Observation_ID,Study_or_target_group,Grain,PC1,PC2,PC1_explained_variance,PC2_explained_variance
Historical 906,V44_04ea431f50f9,Liu2007_AJAS,record,2.972421991310414,-0.2268213370627629,0.3581851925549009,0.2292279722724193
Historical 906,V44_422b74be5886,Lynch2007_LivSci,record,-0.7354206990672234,-2.083246007668256,0.3581851925549009,0.2292279722724193
Historical 906,V44_b8545c2e3d2c,Lynch2007_LivSci,record,-0.7503040755755143,-2.178868337027361,0.3581851925549009,0.2292279722724193
Historical 906,V44_13fc76878b34,Lynch2007_LivSci,record,-2.259883389165453,-0.3942432456549247,0.3581851925549009,0.2292279722724193
Historical 906,V44_a7c4d3424281,Lynch2007_LivSci,record,-2.069801457184513,-0.7660132698723118,0.3581851925549009,0.2292279722724193
Historical 906,V44_b8d232ec7d05,Lynch2007_Animal_BetaGlucan,record,-0.0325403075093819,-1.565689981824274,0.3581851925549009,0.2292279722724193
Historical 906,V44_2ae9e553109b,Lynch2007_Animal_BetaGlucan,record,-0.08271220267587762,-1.844114296799372,0.3581851925549009,0.2292279722724193
Historical 906,V44_9d51a9ce9193,Lynch2007_Animal_BetaGlucan,record,0.2753980481268836,-2.434660735958002,0.3581851925549009,0.2292279722724193
Historical 906,V44_d67945a6026a,Lynch2007_Animal_BetaGlucan,record,0.218511180737154,-2.571716236461414,0.3581851925549009,0.2292279722724193
Historical 906,V44_f2fe030f8106,Lynch2007_Animal_InulinCP,record,-1.587643771756211,-0.7125811871637241,0.3581851925549009,0.2292279722724193
Historical 906,V44_fc30d2159256,Lynch2007_Animal_InulinCP,record,-1.805013988608979,-0.3221486213188651,0.3581851925549009,0.2292279722724193
Historical 906,V44_6c5c47940a08,Lynch2007_Animal_InulinCP,record,-0.1624904500240295,-2.20973024596284,0.3581851925549009,0.2292279722724193
Historical 906,V44_239defa8fa3e,Lynch2007_Animal_InulinCP,record,-0.1236214384315976,-2.200693610765232,0.3581851925549009,0.2292279722724193
Historical 906,V44_5ac2355c7439,Rizzi2007_ItalJAnimSci,record,-3.666174325345302,-1.044958898679516,0.3581851925549009,0.2292279722724193
Historical 906,V44_5698ce3cd57c,Rizzi2007_ItalJAnimSci,record,-3.687094167859104,-1.216262902139244,0.3581851925549009,0.2292279722724193
Historical 906,V44_3c03d438061a,Rizzi2007_ItalJAnimSci,record,-3.49968055547991,-0.8133622977476046,0.3581851925549009,0.2292279722724193
Historical 906,V44_b6a80b743b94,Rizzi2007_ItalJAnimSci,record,-3.321741803691568,-2.529636122573444,0.3581851925549009,0.2292279722724193
Historical 906,V44_71d17daf41f1,Zangeronimo2007_RBZ,record,0.102702373195059,1.675878451688134,0.3581851925549009,0.2292279722724193
Historical 906,V44_1a453558687d,Zangeronimo2007_RBZ,record,0.1309231496900335,1.621945873417714,0.3581851925549009,0.2292279722724193
Historical 906,V44_234b5455b348,Zangeronimo2007_RBZ,record,0.1525840521694208,1.581028277705763,0.3581851925549009,0.2292279722724193
Historical 906,V44_d907c462640a,Zangeronimo2007_RBZ,record,0.1894821723100713,1.510622338828352,0.3581851925549009,0.2292279722724193
Historical 906,V44_1843a5550d6e,Zangeronimo2007_RBZ,record,0.6507159825172121,1.267563152264507,0.3581851925549009,0.2292279722724193
Historical 906,V44_0a374ea09c82,Zangeronimo2007_RBZ,record,0.6706561629405678,1.229635905112594,0.3581851925549009,0.2292279722724193
