Architecture,Method,Budget,n_realizations,Primary_mean,Primary_SD,Primary_q025,Primary_median,Primary_q975,FN_RMSE_mean,FN_MAE_mean,FN_Bias_mean,FN_R2_mean,UN_RMSE_mean,UN_MAE_mean,UN_Bias_mean,UN_R2_mean,Rank_method_within_arch_budget,Rank_overall_arch_method_within_budget
MLR+RF,Mean,12,504,0.8077461943249148,0.012816602004176248,0.792202294701507,0.8047682556040219,0.8382705968968205,1.5120111251088262,1.0759437776796252,-0.347845455862605,0.7722965393730848,4.941746437848854,4.065226993677448,-0.23727096932074737,-0.4349214001751273,7.0,25.0
MLR+RF,Mean,15,504,0.8099407890140122,0.026555235185642134,0.7712389996097624,0.8050660747230864,0.8702336933235718,1.4784914425924853,1.003672562113732,-0.03705567246776469,0.7696705417617078,5.005615077260509,4.276515525527402,-1.6955136400402213,-0.4090270195985862,7.0,26.0
MLR+RF,Mean,18,504,0.7670855739888798,0.009243376636909509,0.7568133016795997,0.7642579880111853,0.7913266373972503,1.4991635532953216,0.9859597955696473,0.16534473022906554,0.7670595505284652,4.608177011436813,3.847173171220538,-0.5039857957063284,-0.25393868967729616,7.0,25.0
MLR+RF,Mean,21,504,0.775999537126705,0.011661882938814767,0.7627287074812712,0.7736319947147068,0.805653253677607,1.521124381292404,0.9985858212972658,0.11190838437190218,0.7638890170042036,4.65564084930956,3.9164394524758475,-0.8082492881094965,-0.2560434500120768,7.0,25.0
MLR+RF,NoUpdate,3,504,0.9314829037941326,0.0,0.9314829037941326,0.9314829037941326,0.9314829037941326,1.7944347213231926,1.3159905219586256,1.0076708372235184,0.6789090516640405,5.630657316709836,3.976013541270446,3.177296184285332,-0.8727325267586028,7.0,23.0
MLR+RF,NoUpdate,6,504,0.9347617550331426,0.0,0.9347617550331426,0.9347617550331426,0.9347617550331426,1.8170857334581016,1.3377073658080092,1.01982250775683,0.6752839972342963,5.6285799812588975,3.959777679571508,3.2346139150362205,-0.900588349665826,8.0,29.0
MLR+RF,NoUpdate,9,504,0.9434264977992574,0.0,0.9434264977992574,0.9434264977992574,0.9434264977992574,1.7840338035514185,1.3031081882925162,0.9797675025480262,0.6944705982213262,5.747641638067264,4.086686491475658,3.281690730452237,-0.883101895192907,8.0,29.0
MLR+RF,NoUpdate,12,504,0.9551234793286354,0.0,0.9551234793286354,0.9551234793286354,0.9551234793286354,1.7519425415191503,1.3221514949153872,0.979249939777802,0.6946889312414462,5.891575569815926,4.1091977718425925,3.301316816627136,-1.0390002296707506,8.0,29.0
MLR+RF,NoUpdate,15,504,0.9240912470555328,0.0,0.9240912470555328,0.9240912470555328,0.9240912470555328,1.7873659253672065,1.325677297626427,1.0190115923419207,0.66340944595184,5.576363242137775,3.904194463882855,3.0531250257617035,-0.7449857092436245,8.0,29.0
MLR+RF,NoUpdate,18,504,0.928886587355214,0.0,0.928886587355214,0.928886587355214,0.928886587355214,1.8199882905782656,1.358494040833047,1.0578252212555437,0.6567666891410311,5.574001949213813,3.8901452106964927,3.232915798046202,-0.8341264669667487,8.0,29.0
MLR+RF,NoUpdate,21,504,0.9271896950264316,0.0,0.9271896950264316,0.9271896950264316,0.9271896950264316,1.8380057734630024,1.3606936451381306,1.0509446819993538,0.6553212554957784,5.535208784373597,3.831482617089357,3.1460862296111967,-0.7746478049442111,8.0,29.0
MLR+RF,TargetOnlyElasticNet,3,504,0.7390461822680092,0.10541184880642722,0.6169996427054435,0.7032000463265489,0.9381830944339729,2.1024791838386614,1.620864142379579,0.40270787914733847,0.5552670824452343,3.557491041173125,2.8668249059537168,0.7295801110113915,0.22053193512497943,4.0,12.0
MLR+RF,TargetOnlyElasticNet,6,504,0.6283229606448605,0.11942024516432724,0.46992861579649525,0.5974752848252457,0.9364036302776526,1.72522913057595,1.115855693995924,0.08283077029408772,0.7047441219625854,3.107972338734979,2.409537634875134,0.49263864602019286,0.36993711623710324,4.0,12.0
